Case Number,Date/Time,Created Time,Category,Subject,Corporate Name,Mode of Payment,Resolution
73128930,1/15/2025,01:35 pm,Pine Gateway Query Related,RE: Refund Adjusted for Delivered order.,Digital Commerce Ltd,,"Transaction failed due to late auth, same has been shared with merchant"
73149927,1/16/2025,12:22 pm,Pine Gateway Query Related,"Pinelabs SR Failure reasons- 1-15 Jan, 2025",DIGITAL COMMERCE LTD,,
73152466,1/16/2025,01:14 pm,Pine Gateway Query Related,Urgent !!Reg Payment Status for the transaction(475575280 & 475587944),Pay By Link,,RPT has been shared with the team
73153618,1/16/2025,01:38 pm,Pine Gateway Query Related,CheQ || Payin Failed but Settlement Recevied - MID :326816 & 326817,FINTECH INNOVATIONS PRIVATE LIMITED_6927,,Need the status change of the shared transactions
73209093,1/18/2025,04:21 pm,Pine Gateway Request Related,capture the payment-159425192,Property Technologies Solutions Pvt Ltd Education PG,,Transaction status need to change as transaction is successful and bank MPR received.
73159667,1/16/2025,03:53 pm,Pine Gateway Query Related,RE: Majento status : Payment Declined _ Amount debited from Account but not credited in customer's Account  ::  Order 32001484414,APPLIANCES INDIA PRIVATE LIMITED,,Transaction status has been shared
73196522,1/18/2025,09:40 am,Pine Gateway Query Related,capture the payment,PROPERTY TECHNOLOGIES SOLUTIONS PRIVATE LIMIT Education,,"transaction failed, but we recieved MPR and settlement, park to plural tech"
73219161,1/19/2025,09:38 am,Pine Gateway Query Related,RE: [External] 23rd_ Dec'24 Shipment still not deliver,APPLIANCES INDIA PRIVATE LIMITED,,Transaction Status Required
73261166,1/20/2025,12:17 pm,Pine Gateway Query Related,Payment Confirmation,Mobile Store Private Limited,,Payment confirmation required
73289101,1/21/2025,10:45 am,Risk Hold,"Re: Amount Not Received From Pinelabs ||Rs. 32,140.20/-",TECHARRAY NETWORK PVT LTD PG,,No action required from PG
73270482,1/20/2025,03:55 pm,Pine Gateway Query Related,Unable to sync the status | Pinelab|,Innovate Paytech solution Private LTD,,"Post exec, marked as successful."
73272482,1/20/2025,04:50 pm,Pine Gateway Query Related,RE: Ticket updated - #227429 - Auditor approved but account not created,Community Small Finance Bank PG,,Transaction failure issue
73308040,1/21/2025,04:49 pm,Pine Gateway Query Related,Transaction Failed - Westend Heights DLF New Town,Proptech Group Business Services Pvt ltd,,Transaction Status Required
73343726,1/22/2025,06:51 pm,Pine Gateway Query Related,capture the payment-159583313,Property Technologies Solutions Pvt Ltd Education PG,,"Status required, same has been shared"
73413624,1/24/2025,10:43 am,Pine Gateway Query Related,Re: Reverse in Pg - Macaw overseas(EMTIN39503619),TRAVEL PLANNERS LIMITED_6964,,Transation is processed and settled
73390129,1/23/2025,05:41 pm,Risk Hold,Pinelabs - Share Fraud Reported Transactions Dump for Oct-Nov-Dec 2024,DIGITAL COMMERCE LTD,,fraud report required
73414852,1/24/2025,11:39 am,Pine Gateway Query Related,FW: ICB_ Data Dec-24 (KOTAK CC)-online,Multiple Merchants,,Transaction status shared.
73423481,1/24/2025,02:37 pm,Pine Gateway Query Related,Amount deducted is not refunded yet-pay_PiMUKSU2rMuj6y,Solution Systems Private Limited Education,,Status required
73488358,1/25/2025,11:18 pm,Pine Gateway Query Related,Urgent|| Refund status|| 25.01.25,GIFT SOLUTIONS MARKETPLACE,,Merchant required the transaction and refund status.
73585422,1/28/2025,04:08 pm,Pine Gateway Query Related,CROMA -  Need clarification on error- {NO ACTION TAKEN BY CUSTOMER} -,DIGITAL COMMERCE LTD,,Transaction failure reason issue.
73619680,1/29/2025,02:05 pm,Pine Gateway Query Related,Urgent: Issue with ICICI Bank Debit Card EMI Transaction,Electronics Commerce Private Limited Techbrand,,Resolved by analysis
73625955,1/29/2025,04:45 pm,Pine Gateway Query Related,Need Txn Details - Croma,DIGITAL COMMERCE LTD,,Transaction status required.
73542538,1/27/2025,02:41 pm,Pine Gateway Complaint Related,Re: Pine Labs Sale Transaction Pending For Settlement NewTicket,Payment Solutions Pvt Ltd PG,,Unprocessed transactions
72913771,1/4/2025,06:01 pm,Pine Gateway Query Related,Unable to raise refund,NET SOLUTION PRIVATE LIMITED_6981,,
73004229,1/9/2025,04:17 pm,Pine Gateway Query Related,Transactions failure issue.,Regional Political Party,,
73014750,1/9/2025,10:34 pm,Pine Gateway Query Related,PineLab refund entries - Refund Portal issue,Community Small Finance Bank,,
73075734,1/13/2025,10:53 am,Pine Gateway Query Related,payment issue || signature global,MAINTENANCE SERVICES PRIVATE LIMITED_6994,,
73076131,1/13/2025,11:29 am,Pine Gateway Query Related,Transactions failure issue._1,Regional Political Party,,Update given to merchant on whatsapp
73077712,1/13/2025,12:32 pm,Pine Gateway Query Related,payment issue || signature global_1,MAINTENANCE SERVICES PRIVATE LIMITED_6994,,Update given to merchant
72941840,1/6/2025,04:12 pm,Settlement Amount Related Query,Pinelab Missing Settlement ll MID : 327000 _Date 01-01-2025 ll,TECHARRAY NETWORK PG TICKETING V3,,Under 90 days merchant.
72970562,1/8/2025,10:19 am,Transaction Related Query,Revert on enquired transaction- Agarwal Packers Movers,LOGISTICS AND MOVERS LIMITED,,Update given to merchant
72986387,1/8/2025,09:17 pm,EDC Related Issue,Fw: RE: Re[7]: RE: Re[2]: RE: EDC not integrated with POS KOL253,,,
73080870,1/13/2025,02:13 pm,Pine Gateway Query Related,RE: FUNDS NOT RECEIVED BACK IN CUSTOMER ACCOUNT,Logistics & Movers,,
73548306,1/27/2025,04:56 pm,Pine Gateway Query Related,Merchant Unauthorized Issue,FinanceApp,,
73037107,1/10/2025,07:18 pm,Pine Gateway Request Related,Re: Transaction Status changing,JEWELLERS INDIA LTD,,
73647674,1/30/2025,01:45 pm,Pine Gateway Query Related,Re: MPR Required for Agarwal Packers-Tnx ID- 492489712,LOGISTICS AND MOVERS LIMITED,,
73660262,1/30/2025,06:29 pm,Pine Gateway Query Related,Txn Getting Pending/Failed,Gateway RT Private Limited,,
73694332,2/1/2025,10:55 am,Pine Gateway Query Related,Re: Re:[## 655851 ##] Request to Validate Transaction Completion Issues for Porter merchant,Payment Gateway,,No action required from PG
73735279,2/3/2025,03:04 pm,Pine Gateway Query Related,Fwd: Refund of Rs. 57388 plus Rs. 774.74 as service charge for a transaction dated 01st June 2024 -reg.,Finpay PG,,
73257374,1/20/2025,10:45 am,Transaction Related Query,Re: Refunds| BMYYnn9IkpH6TQ|ICICI LOMBARDICICI LOMBARD,GENERAL Insurance Company limited- 311117,,
73758010,2/4/2025,10:40 am,Pine Gateway Query Related,CRED- Pinelabs: refund status - 4th Feb,Innovate Paytech solution Private LTD Education,,Transation is processed and settled
73967991,2/11/2025,12:05 pm,Miscellaneous,Zepto Marketplace || No Sale check Approval,DELIVERY MARKETPLACE PRIVATE LIMITED,,
73764705,2/4/2025,01:43 pm,Pine Gateway Query Related,Re: Payzigo<>Unable to do the transaction,Payment Solutions Private Limited_6854,,Transaction are getting failed need to check with tech team
73771962,2/4/2025,04:56 pm,Pine Gateway Query Related,"""Axis CC EMI|Oct'24",DIGITAL COMMERCE LTD,,"Status required, same has been shared"
73784197,2/5/2025,12:17 pm,Pine Gateway Query Related,Pine Lab Payout Transaction,FINANCE SERVICES PVT LTD PG,,Payout status shared.
73805684,2/5/2025,09:45 pm,Pine Gateway Query Related,"""Axis EMI|Nov'24",Mega Retail Limited- Digital Store,,"Status required, same has been shared"
73805904,2/5/2025,10:42 pm,Pine Gateway Query Related,Axis Bank CC EMI Dec'24,Internal,,"Status required, same has been shared"
73809942,2/6/2025,10:07 am,Pine Gateway Query Related,Required final status,Trading And Financial Services Private Limited,,Merchant required the transaction status and same has been informed to the merchant.
73810610,2/6/2025,10:24 am,Pine Gateway Query Related,05-02-2025 | Pending Transaction | Transaction Count 21,Tech Lab Private Limited,,Merchant required the payout transaction status.
73376107,1/23/2025,12:12 pm,EDC Related Issue,EMI amount credit issue POS id 2668884,,,
74028191,2/13/2025,03:14 pm,Miscellaneous,Zepto TID required- MID- 336512 and 336459,DELIVERY MARKETPLACE PRIVATE LIMITED,,no proper tagging available or TID requirement
73420828,1/24/2025,01:40 pm,Transaction Related Query,Re: ICICI Lombard,GENERAL Insurance Company limited- 311117,,Update given to merchant
73817224,2/6/2025,12:22 pm,Pine Gateway Query Related,Fwd: Urgent: Payment Not Reflected in My 5 Paisa Account,CAPITAL LIMITED PG,,Refunded.
73819875,2/6/2025,12:52 pm,Pine Gateway Query Related,Transaction under Pending,FINTECH TECHNOLOGY PVT LTD PAYOUT,,Payout pending issue.
73828488,2/6/2025,04:23 pm,Pine Gateway Query Related,Federal UPI transaction issue,Ecommerz- Banking PG,,Transaction status shared.
73552829,1/27/2025,05:43 pm,Transaction Related Query,#Business# Required status,GENERAL Insurance Company limited- 311117,,Update given to merchant
73846362,2/7/2025,10:46 am,Pine Gateway Query Related,Transaction Pending,FINTECH TECHNOLOGY PVT LTD PAYOUT,,Informed merchant to hit the api enquiry
73580295,1/28/2025,01:41 pm,Transaction Related Query,URGENT require payment details 14709014 #Business# 840,GENERAL Insurance Company limited- 311117,,Update given to merchant
73581150,1/28/2025,02:14 pm,Transaction Related Query,URGENT require payment details 14708900 #Business# 1188,GENERAL Insurance Company limited- 311117,,Update given to merchant
73614520,1/29/2025,11:59 am,Transaction Related Query,#Business# Required ARN number Urgent,GENERAL Insurance Company limited- 311117,,73580629 have responded on this case id
73912120,2/9/2025,11:18 am,Pine Gateway Query Related,07-02-2025 | Pending Transaction | Transaction Count 01,Tech Lab Private Limited,,Payout transaction status required.
73913361,2/9/2025,12:23 pm,Pine Gateway Query Related,08-02-2025 | Pending Transaction | Transaction Count 29,Tech Lab Private Limited,,Merchant wants to know the payout transactions status.
73919022,2/9/2025,04:15 pm,Pine Gateway Query Related,1 POS Pinelab Data Not reflecting in All transactions report,Pay By Link,,pos machine related transactions
73945812,2/10/2025,03:25 pm,Pine Gateway Query Related,CRED- Pinelabs: refund status - 10th Feb,Innovate Paytech solution Private LTD Education,,Refund status required.
73694258,2/1/2025,10:46 am,Pine Gateway Complaint Related,Plural V2 Log in Issue,Tech Pvt Ltd,,V2 dahsboard login issue has been resolved over the call
73952700,2/10/2025,06:44 pm,Pine Gateway Query Related,FW:  Customer payment made wrong Required confirmation_NS0017_South Ex,Jewelry Limited_6976,,"Asked to share the complete transaction details, auto refunded by system."
73954200,2/10/2025,07:21 pm,Pine Gateway Query Related,Federal UPI transaction issue NewTicket,Ecommerz- Banking PG,,Transaction status shared
73954885,2/10/2025,07:55 pm,Pine Gateway Query Related,Urgent issue in Transaction,FINPAY LLP PAYOUT,,Payout transaction pending
73965758,2/11/2025,11:05 am,Pine Gateway Query Related,Fw: Online Payment not updated dated 04.02.2024,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,Merchant required the transaction status.
73766744,2/4/2025,02:54 pm,Pine Gateway Complaint Related,Urgent -Pinelabs Transactions -Error page,BioCell International Pvt Ltd,,Unable to download the report from the dashboard
73768957,2/4/2025,03:57 pm,Miscellaneous,Re: Refund not recieved,,,
73965963,2/11/2025,11:12 am,Pine Gateway Query Related,"Re: DBS Debit Card Payment Failure Issue – ""Do Not Honor"" Response",TechFlow Solutions Pvt Ltd PG,,Merchant required the transaction  failure reason.
73968336,2/11/2025,12:14 pm,Pine Gateway Query Related,Failed payment - Feb 25,INNOVATIONS PRIVATE LIMITED_7010,,Failure reason issue.
73969452,2/11/2025,12:42 pm,Pine Gateway Query Related,FW: Visits & sales - Feb 25 -Abandoned cart Data Calling -7th Feb,INNOVATIONS PRIVATE LIMITED_7010,,Transaction status and failure reason required.
73968990,2/11/2025,12:27 pm,Pine Gateway Query Related,Need merchant unique id,Mobile Store,,Resolved by analysis
73984036,2/11/2025,08:13 pm,Pine Gateway Query Related,Can We Verify This? Client Facing Name Discrepancy,Tech Infinity Technology Pri_6827,,no response received from merchant end.
73989680,2/12/2025,11:16 am,Pine Gateway Query Related,New comment - [#2458676] [EXTERNAL] Re: RBI escalation # N202425009013049 # BO Hyderabad # Satya Sai Ram Boyapati # 99113726,Solution Systems Private Limited Education,,"Duplicate ticket, working on case id 73989781."
73993116,2/12/2025,12:19 pm,Pine Gateway Query Related,status Required the attached txns,Multiple Merchants,,Transaction status shared.
73993136,2/12/2025,12:19 pm,Pine Gateway Query Related,"RE: Again, Online Payment Not Showing in Monthly Scheme",Jewelry Limited_6976,,Transaction Status Required
73999808,2/12/2025,02:55 pm,Pine Gateway Query Related,Callback Not Received & Transaction Status Verification,Tech Lab Private Limited Payout,,Call back response issue.
74001974,2/12/2025,04:19 pm,Pine Gateway Query Related,"Re:[## 659325 ##] DBS Debit Card Payment Failure Issue – ""Do Not Honor"" Response",TechFlow Solutions Pvt Ltd PG,,"Rahul has already reverted to the merchant, hence closing this case."
73847069,2/7/2025,11:09 am,Risk Hold,Report fraud and refund my money,Customer Request,,Transaction status required and we have asked the merchant to connect with merchant.
74020575,2/13/2025,01:00 pm,Pine Gateway Query Related,Ref Request payment confirmation      Query ID - 74009582,LIFESTYLE INTERNATIONAL,,Duplicate case id 74009582
74030829,2/13/2025,04:43 pm,Pine Gateway Query Related,Zaggle - PG Failure,Prepaid Ocean Services Limited_6924,,RPT has been shared with the team
74049729,2/14/2025,02:56 pm,Pine Gateway Query Related,Fwd: [EXTERNAL] Fwd: Chargeback Request | Uno,Solution Systems Private Limited Rental,,Transaction status shared
74055156,2/14/2025,04:58 pm,Pine Gateway Query Related,Re: Juspay <> Pinelabs | Zeptomarketplace Error Messsage,DELIVERY MARKETPLACE PRIVATE LIMITED_001S400000FfzomIAB,,Raised with the plural tech team
74056991,2/14/2025,05:55 pm,Pine Gateway Query Related,Customer issue escalation from Pine Labs website,Insurance Company Ltd,,Transaction status shared
73942770,2/10/2025,02:10 pm,Risk -Complaints,Fwd: [EXTERNAL]Re: Kalighat PS GDE No. 73 dated 01.02.2025,Religious Trust,,
73946883,2/10/2025,03:55 pm,PG-Databases Changes,Re: Future Generali India Insurance Company Limited,Insurance Company Limited,,
74084316,2/15/2025,05:22 pm,Pine Gateway Query Related,Re: Agent code 75585 // Updation,Travel Booking Company Private Limited,,Asked to share the complete transaction details
73951229,2/10/2025,06:08 pm,Pine Gateway Request Related,Fwd: [EXTERNAL] Please refund rs.91644 please help me,Solution Systems Private Limited Education,,status change successful
74088521,2/15/2025,11:20 pm,Pine Gateway Query Related,Re:Payment related issue,retail concepts private limited_6962,,"transaction failed, with invalid request.Raised with plural tech support team"
74101162,2/17/2025,11:33 am,Pine Gateway Query Related,Amount deducted but not received in our accounts,KNOWLEDGE INDIA PVT LTD CITI,,Transaction status required
74101634,2/17/2025,11:49 am,Pine Gateway Query Related,"""Transaction Status|BOB Card Nov'24""",Electronics India Private Limited PG,,"Status required, same has been shared"
74100722,2/17/2025,11:21 am,Pine Gateway Query Related,MID 327041 :Payment deducted _ order status pending in Magento_ 2001147856_ Anirban Lahiri,INNOVATIONS PRIVATE LIMITED_7010,,transaction is showing failure in merchant 3rd party system.
74105449,2/17/2025,01:06 pm,Pine Gateway Query Related,Callback Not Received & Transaction Status Verification NewTicket,Tech Lab Private Limited,,No action required from PG
74132647,2/18/2025,09:50 am,Pine Gateway Query Related,CRED- Pinelabs: refund status - 16th Feb,Innovate Paytech solution Private LTD,,Refund status informed
71058359,11/14/2024,09:11 pm,PG-Alerts and Monitoring,RE: Blocking Detected On Pine_PG_Prod_Server report execute from INTAWPGTDB146\INDIAPGPROD ON 14 Nov 202,,,
74154063,2/18/2025,04:51 pm,Pine Gateway Query Related,Re:[## 662484 ##] Issues in UPI QR,World Business LLP PG,,Transaction failure issue.
74188863,2/19/2025,05:57 pm,Pine Gateway Query Related,Customer issue escalation from Pine Labs website NewTicket,Insurance Company Ltd,,Customer required the payment status.
74211336,2/20/2025,12:56 pm,Pine Gateway Query Related,Re: Request for clear the pending,TAX CONSULTANCY SERVICES PG PAYOUT,,Transaction status is processing
73972234,2/11/2025,01:42 pm,Pine Gateway Request Related,Juspay <> Pinelabs Webhook configuration for MID: 325642,DIGICOMMERCE PVT LTD PG,,URL whitelisted.
72696832,12/25/2024,12:59 pm,PG-Alerts and Monitoring,Invalid Transaction (12) - RBL || Pinelabs,Multiple Merchants,,
74214450,2/20/2025,02:06 pm,Pine Gateway Query Related,RE: EXTERNAL : Re: all debit transactions failed and reversed into account back CS190225018333 CS190225023002,TAX CONSULTANCY SERVICES PG PAYOUT,,payout status details
72896187,1/3/2025,06:24 pm,PG-Alerts and Monitoring,Re: Re:[## 644748 ##] Request to Schedule PineLabs PG Integration Call,,,
74218618,2/20/2025,03:49 pm,Pine Gateway Query Related,18-02-2025 | Pending Transaction | Transaction Count 02,Tech Lab Private Limited,,Payout transaction status required.
74224801,2/20/2025,07:43 pm,Pine Gateway Query Related,Please Tell Payment Detail @ Icrest,TELECOM TRADING LLP PG,,Transaction status shared
74224788,2/20/2025,07:42 pm,Pine Gateway Query Related,Please Tell Payment Detail @ Icrest,TELECOM TRADING LLP PG,,Transaction status shared
74257727,2/22/2025,12:49 pm,Pine Gateway Query Related,Please Tell Payment Detail @ Icrest,TELECOM TRADING LLP PG,,Transaction status shared
74257667,2/22/2025,12:46 pm,Pine Gateway Query Related,Please Tell Payment Detail @ Icrest,TELECOM TRADING LLP PG,,Transaction status shared
74277371,2/23/2025,01:10 pm,Pine Gateway Query Related,RE: Urgent: Payout Payment Processing Issue (Pay-out Date: 19-23 Feb 2025),FINTECH SOLUTIONS Pvt Ltd,,Payout transaction status required.
74317670,2/25/2025,01:08 pm,Pine Gateway Query Related,CRED- Pinelabs: refund status - 25th Feb,Innovate Paytech solution Private LTD Education,,Refund issue.
74324145,2/25/2025,03:48 pm,Pine Gateway Query Related,Re:[## 665132 ##] Unable To Make Payment,Travel Solutions Private Limited_6986,,transaction failed
74329695,2/25/2025,05:27 pm,Pine Gateway Query Related,Request for Settlement Account Change,Paysoft Softwares and Solutions Pvt Ltd B2C PG,,Settlement account change
74349180,2/25/2025,08:40 pm,Pine Gateway Query Related,All IMPS went into processed state,TAX CONSULTANCY SERVICES PG PAYOUT,,Transaction status required. Not able to find the transaction details on Dashboard raised with the pkural tech support team
74350794,2/25/2025,10:14 pm,Pine Gateway Query Related,Charrgeback against invoice bill 30000 and 26000,Sweet Shop,,Cashback details required
74401791,2/26/2025,05:25 pm,Pine Gateway Query Related,Transaction status Update,FINTECH TECHNOLOGY PVT LTD PAYOUT,,Transaction status required
74400581,2/26/2025,05:10 pm,Pine Gateway Query Related,OfferBank in not configured,DIGITAL COMMERCE LTD,,
74429221,2/27/2025,11:02 am,Pine Gateway Query Related,25-02-2025 | Pending Transaction | Transaction Count 01,Tech Lab Private Limited,,Payout transaction status required.
74431481,2/27/2025,12:00 pm,Pine Gateway Query Related,Legal Case From Customer - Transaction ID 175457357 Order ID 12556860361,Electronics India Private Limited PG,,Refund status informed
74050900,2/14/2025,03:25 pm,Pine Gateway Request Related,Fwd: [EXTERNAL] Please refund rs.91644 please help me,Solution Systems Private Limited Education,,"Duplicate ticket, we are working on ticket id 73951229, hence closing this case."
74442118,2/27/2025,02:41 pm,Pine Gateway Query Related,Confirm About the Reversal Against TID txn-1177d4dde2f448b89f0f508fe78197d4 | Tramo | Plural,Tech Lab Private Limited Payout,,Reversal issue.
74447409,2/27/2025,04:04 pm,Pine Gateway Query Related,Re: Change of Bank Account Request || WINSOME PAYMENTS TECHNOLOGIES PVT LTD NewTicket,PAYMENT TECHNOLOGIES PRIVATE LIMITED_001S400000HQBe2IAH,,Please refer case id-73537092
74447109,2/27/2025,03:58 pm,Pine Gateway Query Related,Re: FW: PINELABS Payment Gateway Integration - Lapicart,Tech Store Pvt Ltd,,Payment link issue
74466478,2/28/2025,10:56 am,Pine Gateway Query Related,Regarding payment failure transactions on PG Merchant ID - 270916,ACADEMY PRIVATE LIMITED,,Transaction Status Required
74470476,2/28/2025,12:26 pm,Pine Gateway Query Related,Fwd: Regarding confirmation of amount,Development Authority PG,,Transaction status required.
74490635,2/28/2025,08:55 pm,Pine Gateway Query Related,Re: Chargeback/Dispute | CRED | Total Transaction - 8,Innovate Paytech solution Private LTD Education,,Chargeback rejection request.
73730220,2/3/2025,12:45 pm,Pine Gateway Query Related,Re: Reverse in Pg - Macaw overseas(EMTIN39503619) NewTicket,TRAVEL PLANNERS,,No action required from PG
73731442,2/3/2025,01:13 pm,Pine Gateway Query Related,Unable to Fine the TXN ID,Tech Infosolutions Pvt Ltd,,Transation is processed and settled
73758571,2/4/2025,11:09 am,Pine Gateway Query Related,RE: Ticket updated - #233902 - NTB Customer- 8586834180,Community Small Finance Bank PG,,Refund Successful
73766937,2/4/2025,03:02 pm,Pine Gateway Query Related,FW: ICB_ Data Nov-24 (AXIS CC EMI)-Online,Electronics India Private Limited PG,,Merchant required the refund status.
73770318,2/4/2025,04:36 pm,Pine Gateway Query Related,FW: Pine labs Online transaction query,MOBILE TECHNOLOGY INDIA PRIVATE LIMITED,,Unified settlement required
73782221,2/5/2025,11:26 am,Pine Gateway Query Related,Failed transactions with PG Response- SUCCESS,DIGITAL COMMERCE LTD,,merchant required the transaction status of failure reason.
73782436,2/5/2025,11:33 am,Pine Gateway Query Related,Clarity required on transactions failed with reason - INVALID TRACK ID DATA,DIGITAL COMMERCE LTD,,Transaction status required
73820297,2/6/2025,12:59 pm,Pine Gateway Query Related,Delivered Order deducted amount,INFOCOM PRIVATE LIMITED 6941,,Transation is processed and settled
73820565,2/6/2025,01:05 pm,Pine Gateway Query Related,Delivered order Deducted amount,Mobile Store Private Limited,,Transaction status shared
73862642,2/7/2025,03:59 pm,Pine Gateway Query Related,Refund Failure Transactions Pinelab 7th-Feb-25,DIGITAL COMMERCE LTD,,Transaction status shared
74190025,2/19/2025,06:55 pm,Pine Gateway Request Related,CRED- Pinelabs: refund status - 19th Feb,Innovate Paytech solution Pvt LTD Rental,,Transaction status change required
74203083,2/20/2025,10:58 am,Pine Gateway Complaint Related,Payment gateway not working,Travel Association of India,,Server issue  park to plural tech support
73920553,2/9/2025,08:29 pm,Pine Gateway Query Related,Re: Pinleabs | Transaction not visible on web portal,cloud retail solutions private limited_6938,,Merchant is not able to view the transaction status over v2 dashbaord
73937252,2/10/2025,11:44 am,Pine Gateway Query Related,Transaction status (M.I.D - 326879),jewelers india limited_6952,,Amount not credited to the merchant
73941466,2/10/2025,01:37 pm,Pine Gateway Query Related,Payment not refunded yet- pay_PpCcr26Dcynd1b,Solution Systems Private Limited Education,,Transaction status failed but need to status change park to tech team
73948910,2/10/2025,04:58 pm,Pine Gateway Query Related,RE: IDFC issues,jewelers india limited_6952,,Multiple issues
73966235,2/11/2025,11:22 am,Pine Gateway Query Related,MID_326816,FINTECH INNOVATIONS PVT LTD PG,,status has been changes
73970853,2/11/2025,01:02 pm,Pine Gateway Query Related,Re: Paytm Router x Pinelabs Transaction Status Mismatch - Jan'25,cloud retail solutions private limited_6938,,transaction status mismatch issue
73967883,2/11/2025,12:01 pm,Pine Gateway Query Related,Refund not yet triggered - Late Auth Case || Processed via Billdesk || Txn-519155976 || Pinelabs Plural-NB || CC-52329842,CAPITAL LIMITED PG,,Transaction failed due to late auth
73970962,2/11/2025,01:06 pm,Pine Gateway Query Related,Refund Confirmation- PineLabs Hold Transaction NewTicket,Mega Retail Limited Online Store,,Refund MPR required.
73975048,2/11/2025,02:35 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 6093326029325705,Trading Broking Limited PG,,Transaction status required
74288083,2/24/2025,11:43 am,Pine Gateway Complaint Related,Pinelabs Plugin Gateway is not working,Tech Technologies Pvt Ltd,,Gateway related issue
74304276,2/24/2025,07:13 pm,Pine Gateway Query Related,Re: Fw: Refund Request - Failed Fastag Payment - Reference ID - COUWL3367104777,payment platform,,
73978897,2/11/2025,04:40 pm,Pine Gateway Query Related,Refund Status Confirmation Required of Today's Txns || 7949 Txns NewTicket,Payment Solutions Pvt Ltd PG,,Bhavuk will response on this.
73979048,2/11/2025,04:49 pm,Pine Gateway Query Related,RE: Transactions not reflected in dashboard,JEWELLERS INDIA LTD,,kindly disable Push to VPA for Kalyan Jewellers on priority.
73990623,2/12/2025,11:38 am,Pine Gateway Query Related,Payment Related Issue -PqgyysIGK4eB0C-411276203661,Solution Systems Private Limited Ecom,,refund request
74016967,2/13/2025,11:57 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 8909136406360469,,,merchant required the tranaction status.
74016555,2/13/2025,11:44 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 0951381530234894,Trading Broking Limited PG,,Merchant required the transaction status.
74016635,2/13/2025,11:48 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 0331818738145813,Trading Broking Limited PG,,Transaction status issue.
74027446,2/13/2025,02:53 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 8178888650657033/3013573017020796,Trading Broking Limited PG,,Merchant required the payment status.
74028699,2/13/2025,03:29 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 5509833953459071,Trading Broking Limited PG,,Transaction status issue.
74042947,2/14/2025,11:31 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 1278867845473237,Trading Broking Limited PG,,transaction status provided
74102205,2/17/2025,12:04 pm,Pine Gateway Query Related,Refund stuck failling@170225,FINTECH INNOVATIONS PVT LTD PG,,Transaction failed
74131134,2/18/2025,09:07 am,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 8902601158804122,Trading Broking Limited,,"transaction status issue, shared the status"
74170376,2/19/2025,09:53 am,Pine Gateway Query Related,Amul Annexture 3,DAIRY COOPERATIVE MARKETING FEDERATION LTD,,"Amul case , share to the concern yogesh"
74461154,2/27/2025,07:32 pm,Pine Gateway Complaint Related,WEBSITE TRANSACTIONS NOT VISIBLE ON DASHBOARD @ICrest,TELECOM TRADING LLP PG,,transaction not visible on dashboard
74178389,2/19/2025,01:28 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 5801689801321198,Trading Broking Limited PG,,Transaction Status Required
74180216,2/19/2025,01:53 pm,Pine Gateway Query Related,Urgent: Refund Request for Failed Transaction in Payment Dashboard,Electronics Sales,,Merchant has received the bank for failed transactions.
74178506,2/19/2025,01:31 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 9794254847633272,Trading Broking Limited PG,,Transaction Status Required
74204960,2/20/2025,11:50 am,Pine Gateway Query Related,RE: Order payment fail Urgent solution needed,APPLIANCES INDIA PRIVATE LIMITED,,transaction failed
74233509,2/21/2025,12:12 pm,Pine Gateway Query Related,RE: Pending Transactions & Refund Request,GIFT SOLUTIONS PRIVATE LIMITED,,Transaction status required. Not able to find the transaction details on Dashboard raised with the pkural tech support team
74235243,2/21/2025,01:00 pm,Pine Gateway Query Related,RE: MID-338636,NET SOLUTION PRIVATE LIMITED PG,,Raised with the plural tech team
73761775,2/4/2025,12:16 pm,Pine Gateway Complaint Related,Re: V2 Dashboard Error,Tech Private Limited,,Resolved by analysis
74238714,2/21/2025,02:04 pm,Pine Gateway Query Related,PINELABS URGENT TRANSACTION STATUS REQUIRED: 4777535434637125,Trading Broking Limited PG,,Transaction status required
74302435,2/24/2025,06:02 pm,Pine Gateway Query Related,Hold Refund and mark Failed - Pg ID 534002972 | 12364522949,Electronics India Private Limited PG,,
74343947,2/25/2025,07:02 pm,Pine Gateway Query Related,Unauthorized Chargeback debits- 24/02/2025,Trading Broking Limited PG,,"Risk related query, can not tag relevant tagging"
74365328,2/26/2025,06:47 am,Pine Gateway Query Related,Re: Reminder | Chargeback/Dispute | Ayro Retail Solutions Private Limited | Total Transaction - 1,cloud retail solutions private limited_6938,,Merchant required the settlement report.
